Item_Identifier,Outlet_Identifier,Item_Outlet_Sales,Item_Outlet_Sales,Item_Outlet_Sales,Item_Outlet_Sales,Item_Outlet_Sales,Item_Outlet_Sales,Item_Outlet_Sales,Item_Outlet_Sales,Item_Outlet_Sales,Item_Outlet_Sales,Item_Outlet_Sales,Item_Outlet_Sales
FDR02,OUT019,250.781,250.781,250.781,250.781,250.781,250.781,250.781,250.781,250.781,250.781,250.781,250.781
FDD09,OUT010,531.58,531.58,531.58,531.58,531.58,531.58,531.58,531.58,531.58,531.58,531.58,531.58
FDS33,OUT010,363.891,363.891,363.891,363.891,363.891,363.891,363.891,363.891,363.891,363.891,363.891,363.891
FDU22,OUT045,1969.089,1969.089,1969.089,1969.089,1969.089,1969.089,1969.089,1969.089,1969.089,1969.089,1969.089,1969.089
FDI53,OUT013,2575.717,2575.717,2575.717,2575.717,2575.717,2575.717,2575.717,2575.717,2575.717,2575.717,2575.717,2575.717
DRH01,OUT049,3051.837,3051.837,3051.837,3051.837,3051.837,3051.837,3051.837,3051.837,3051.837,3051.837,3051.837,3051.837
FDX32,OUT013,2284.412,2284.412,2284.412,2284.412,2284.412,2284.412,2284.412,2284.412,2284.412,2284.412,2284.412,2284.412
NCP30,OUT018,520.509,520.509,520.509,520.509,520.509,520.509,520.509,520.509,520.509,520.509,520.509,520.509
FDB60,OUT045,2917.602,2917.602,2917.602,2917.602,2917.602,2917.602,2917.602,2917.602,2917.602,2917.602,2917.602,2917.602
FDB14,OUT049,1530.662,1530.662,1530.662,1530.662,1530.662,1530.662,1530.662,1530.662,1530.662,1530.662,1530.662,1530.662
NCP02,OUT035,958.387,958.387,958.387,958.387,958.387,958.387,958.387,958.387,958.387,958.387,958.387,958.387
FDJ10,OUT017,2173.365,2173.365,2173.365,2173.365,2173.365,2173.365,2173.365,2173.365,2173.365,2173.365,2173.365,2173.365
FDG34,OUT046,1784.431,1784.431,1784.431,1784.431,1784.431,1784.431,1784.431,1784.431,1784.431,1784.431,1784.431,1784.431
NCB18,OUT017,1376.275,1376.275,1376.275,1376.275,1376.275,1376.275,1376.275,1376.275,1376.275,1376.275,1376.275,1376.275
FDM16,OUT049,1124.321,1124.321,1124.321,1124.321,1124.321,1124.321,1124.321,1124.321,1124.321,1124.321,1124.321,1124.321
FDW25,OUT018,1177.207,1177.207,1177.207,1177.207,1177.207,1177.207,1177.207,1177.207,1177.207,1177.207,1177.207,1177.207
FDB35,OUT010,213.086,213.086,213.086,213.086,213.086,213.086,213.086,213.086,213.086,213.086,213.086,213.086
DRN11,OUT013,2098.58,2098.58,2098.58,2098.58,2098.58,2098.58,2098.58,2098.58,2098.58,2098.58,2098.58,2098.58
FDF41,OUT019,620.11,620.11,620.11,620.11,620.11,620.11,620.11,620.11,620.11,620.11,620.11,620.11
FDH16,OUT045,1311.656,1311.656,1311.656,1311.656,1311.656,1311.656,1311.656,1311.656,1311.656,1311.656,1311.656,1311.656
NCQ50,OUT018,3125.523,3125.523,3125.523,3125.523,3125.523,3125.523,3125.523,3125.523,3125.523,3125.523,3125.523,3125.523
DRH23,OUT018,759.478,759.478,759.478,759.478,759.478,759.478,759.478,759.478,759.478,759.478,759.478,759.478
DRJ37,OUT013,2391.664,2391.664,2391.664,2391.664,2391.664,2391.664,2391.664,2391.664,2391.664,2391.664,2391.664,2391.664
DRJ24,OUT027,5033.591,5033.591,5033.591,5033.591,5033.591,5033.591,5033.591,5033.591,5033.591,5033.591,5033.591,5033.591
FDY16,OUT035,3291.482,3291.482,3291.482,3291.482,3291.482,3291.482,3291.482,3291.482,3291.482,3291.482,3291.482,3291.482
FDQ27,OUT045,2060.317,2060.317,2060.317,2060.317,2060.317,2060.317,2060.317,2060.317,2060.317,2060.317,2060.317,2060.317
FDZ33,OUT045,2350.378,2350.378,2350.378,2350.378,2350.378,2350.378,2350.378,2350.378,2350.378,2350.378,2350.378,2350.378
FDF29,OUT045,2123.288,2123.288,2123.288,2123.288,2123.288,2123.288,2123.288,2123.288,2123.288,2123.288,2123.288,2123.288
FDA08,OUT049,2696.736,2696.736,2696.736,2696.736,2696.736,2696.736,2696.736,2696.736,2696.736,2696.736,2696.736,2696.736
FDG31,OUT046,1045.935,1045.935,1045.935,1045.935,1045.935,1045.935,1045.935,1045.935,1045.935,1045.935,1045.935,1045.935
FDE34,OUT019,615.789,615.789,615.789,615.789,615.789,615.789,615.789,615.789,615.789,615.789,615.789,615.789
NCR30,OUT027,1896.759,1896.759,1896.759,1896.759,1896.759,1896.759,1896.759,1896.759,1896.759,1896.759,1896.759,1896.759
FDV33,OUT035,3867.121,3867.121,3867.121,3867.121,3867.121,3867.121,3867.121,3867.121,3867.121,3867.121,3867.121,3867.121
DRZ24,OUT018,1757.69,1757.69,1757.69,1757.69,1757.69,1757.69,1757.69,1757.69,1757.69,1757.69,1757.69,1757.69
NCL54,OUT035,2903.232,2903.232,2903.232,2903.232,2903.232,2903.232,2903.232,2903.232,2903.232,2903.232,2903.232,2903.232
FDR12,OUT049,2886.015,2886.015,2886.015,2886.015,2886.015,2886.015,2886.015,2886.015,2886.015,2886.015,2886.015,2886.015
NCC54,OUT046,3634.407,3634.407,3634.407,3634.407,3634.407,3634.407,3634.407,3634.407,3634.407,3634.407,3634.407,3634.407
DRN59,OUT013,778.368,778.368,778.368,778.368,778.368,778.368,778.368,778.368,778.368,778.368,778.368,778.368
FDX50,OUT019,249.53,249.53,249.53,249.53,249.53,249.53,249.53,249.53,249.53,249.53,249.53,249.53
FDV31,OUT027,5127.632,5127.632,5127.632,5127.632,5127.632,5127.632,5127.632,5127.632,5127.632,5127.632,5127.632,5127.632
NCA29,OUT027,4875.541,4875.541,4875.541,4875.541,4875.541,4875.541,4875.541,4875.541,4875.541,4875.541,4875.541,4875.541
FDW60,OUT049,3076.922,3076.922,3076.922,3076.922,3076.922,3076.922,3076.922,3076.922,3076.922,3076.922,3076.922,3076.922
FDX08,OUT017,3357.876,3357.876,3357.876,3357.876,3357.876,3357.876,3357.876,3357.876,3357.876,3357.876,3357.876,3357.876
DRD49,OUT013,3790.605,3790.605,3790.605,3790.605,3790.605,3790.605,3790.605,3790.605,3790.605,3790.605,3790.605,3790.605
FDD33,OUT046,3667.789,3667.789,3667.789,3667.789,3667.789,3667.789,3667.789,3667.789,3667.789,3667.789,3667.789,3667.789
FDW35,OUT013,596.476,596.476,596.476,596.476,596.476,596.476,596.476,596.476,596.476,596.476,596.476,596.476
FDJ36,OUT017,1702.669,1702.669,1702.669,1702.669,1702.669,1702.669,1702.669,1702.669,1702.669,1702.669,1702.669,1702.669
FDV51,OUT035,3183.854,3183.854,3183.854,3183.854,3183.854,3183.854,3183.854,3183.854,3183.854,3183.854,3183.854,3183.854
FDW36,OUT046,1613.731,1613.731,1613.731,1613.731,1613.731,1613.731,1613.731,1613.731,1613.731,1613.731,1613.731,1613.731
FDH35,OUT046,2592.693,2592.693,2592.693,2592.693,2592.693,2592.693,2592.693,2592.693,2592.693,2592.693,2592.693,2592.693
NCS30,OUT027,3190.526,3190.526,3190.526,3190.526,3190.526,3190.526,3190.526,3190.526,3190.526,3190.526,3190.526,3190.526
FDN49,OUT017,616.916,616.916,616.916,616.916,616.916,616.916,616.916,616.916,616.916,616.916,616.916,616.916
FDL08,OUT018,3318.376,3318.376,3318.376,3318.376,3318.376,3318.376,3318.376,3318.376,3318.376,3318.376,3318.376,3318.376
FDI09,OUT013,3953.84,3953.84,3953.84,3953.84,3953.84,3953.84,3953.84,3953.84,3953.84,3953.84,3953.84,3953.84
FDP19,OUT018,1936.427,1936.427,1936.427,1936.427,1936.427,1936.427,1936.427,1936.427,1936.427,1936.427,1936.427,1936.427
FDU21,OUT010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCP41,OUT045,1488.778,1488.778,1488.778,1488.778,1488.778,1488.778,1488.778,1488.778,1488.778,1488.778,1488.778,1488.778
FDY10,OUT013,1732.455,1732.455,1732.455,1732.455,1732.455,1732.455,1732.455,1732.455,1732.455,1732.455,1732.455,1732.455
FDP12,OUT018,451.019,451.019,451.019,451.019,451.019,451.019,451.019,451.019,451.019,451.019,451.019,451.019
NCN26,OUT049,2031.3,2031.3,2031.3,2031.3,2031.3,2031.3,2031.3,2031.3,2031.3,2031.3,2031.3,2031.3
FDK44,OUT013,2926.742,2926.742,2926.742,2926.742,2926.742,2926.742,2926.742,2926.742,2926.742,2926.742,2926.742,2926.742
FDC28,OUT049,1674.389,1674.389,1674.389,1674.389,1674.389,1674.389,1674.389,1674.389,1674.389,1674.389,1674.389,1674.389
FDJ41,OUT027,6834.966,6834.966,6834.966,6834.966,6834.966,6834.966,6834.966,6834.966,6834.966,6834.966,6834.966,6834.966
NCT29,OUT035,2080.496,2080.496,2080.496,2080.496,2080.496,2080.496,2080.496,2080.496,2080.496,2080.496,2080.496,2080.496
NCH42,OUT019,382.941,382.941,382.941,382.941,382.941,382.941,382.941,382.941,382.941,382.941,382.941,382.941
FDU60,OUT018,2527.582,2527.582,2527.582,2527.582,2527.582,2527.582,2527.582,2527.582,2527.582,2527.582,2527.582,2527.582
FDS02,OUT045,3146.069,3146.069,3146.069,3146.069,3146.069,3146.069,3146.069,3146.069,3146.069,3146.069,3146.069,3146.069
FDC51,OUT046,2091.961,2091.961,2091.961,2091.961,2091.961,2091.961,2091.961,2091.961,2091.961,2091.961,2091.961,2091.961
FDU03,OUT013,3026.811,3026.811,3026.811,3026.811,3026.811,3026.811,3026.811,3026.811,3026.811,3026.811,3026.811,3026.811
FDX39,OUT045,3681.036,3681.036,3681.036,3681.036,3681.036,3681.036,3681.036,3681.036,3681.036,3681.036,3681.036,3681.036
NCY05,OUT010,76.177,76.177,76.177,76.177,76.177,76.177,76.177,76.177,76.177,76.177,76.177,76.177
NCL06,OUT027,5923.504,5923.504,5923.504,5923.504,5923.504,5923.504,5923.504,5923.504,5923.504,5923.504,5923.504,5923.504
FDD32,OUT035,1489.472,1489.472,1489.472,1489.472,1489.472,1489.472,1489.472,1489.472,1489.472,1489.472,1489.472,1489.472
NCN41,OUT045,1881.552,1881.552,1881.552,1881.552,1881.552,1881.552,1881.552,1881.552,1881.552,1881.552,1881.552,1881.552
NCX53,OUT049,2359.01,2359.01,2359.01,2359.01,2359.01,2359.01,2359.01,2359.01,2359.01,2359.01,2359.01,2359.01
FDU57,OUT019,399.552,399.552,399.552,399.552,399.552,399.552,399.552,399.552,399.552,399.552,399.552,399.552
FDQ23,OUT046,1718.571,1718.571,1718.571,1718.571,1718.571,1718.571,1718.571,1718.571,1718.571,1718.571,1718.571,1718.571
FDQ52,OUT045,4265.836,4265.836,4265.836,4265.836,4265.836,4265.836,4265.836,4265.836,4265.836,4265.836,4265.836,4265.836
FDC14,OUT045,589.07,589.07,589.07,589.07,589.07,589.07,589.07,589.07,589.07,589.07,589.07,589.07
FDY09,OUT035,3282.434,3282.434,3282.434,3282.434,3282.434,3282.434,3282.434,3282.434,3282.434,3282.434,3282.434,3282.434
FDQ28,OUT045,2462.151,2462.151,2462.151,2462.151,2462.151,2462.151,2462.151,2462.151,2462.151,2462.151,2462.151,2462.151
FDV25,OUT046,4085.964,4085.964,4085.964,4085.964,4085.964,4085.964,4085.964,4085.964,4085.964,4085.964,4085.964,4085.964
FDJ07,OUT035,1935.498,1935.498,1935.498,1935.498,1935.498,1935.498,1935.498,1935.498,1935.498,1935.498,1935.498,1935.498
DRB25,OUT049,1562.355,1562.355,1562.355,1562.355,1562.355,1562.355,1562.355,1562.355,1562.355,1562.355,1562.355,1562.355
FDK52,OUT019,548.942,548.942,548.942,548.942,548.942,548.942,548.942,548.942,548.942,548.942,548.942,548.942
FDY52,OUT027,1453.178,1453.178,1453.178,1453.178,1453.178,1453.178,1453.178,1453.178,1453.178,1453.178,1453.178,1453.178
FDB28,OUT046,3064.447,3064.447,3064.447,3064.447,3064.447,3064.447,3064.447,3064.447,3064.447,3064.447,3064.447,3064.447
FDT36,OUT035,656.686,656.686,656.686,656.686,656.686,656.686,656.686,656.686,656.686,656.686,656.686,656.686
FDV25,OUT017,4002.688,4002.688,4002.688,4002.688,4002.688,4002.688,4002.688,4002.688,4002.688,4002.688,4002.688,4002.688
NCN07,OUT027,3369.518,3369.518,3369.518,3369.518,3369.518,3369.518,3369.518,3369.518,3369.518,3369.518,3369.518,3369.518
FDC57,OUT017,3007.49,3007.49,3007.49,3007.49,3007.49,3007.49,3007.49,3007.49,3007.49,3007.49,3007.49,3007.49
FDQ03,OUT018,3036.048,3036.048,3036.048,3036.048,3036.048,3036.048,3036.048,3036.048,3036.048,3036.048,3036.048,3036.048
FDU23,OUT017,2627.225,2627.225,2627.225,2627.225,2627.225,2627.225,2627.225,2627.225,2627.225,2627.225,2627.225,2627.225
NCX41,OUT035,3881.709,3881.709,3881.709,3881.709,3881.709,3881.709,3881.709,3881.709,3881.709,3881.709,3881.709,3881.709
NCD06,OUT035,747.266,747.266,747.266,747.266,747.266,747.266,747.266,747.266,747.266,747.266,747.266,747.266
FDW08,OUT045,1616.058,1616.058,1616.058,1616.058,1616.058,1616.058,1616.058,1616.058,1616.058,1616.058,1616.058,1616.058
NCU29,OUT017,2456.518,2456.518,2456.518,2456.518,2456.518,2456.518,2456.518,2456.518,2456.518,2456.518,2456.518,2456.518
NCE06,OUT013,2458.62,2458.62,2458.62,2458.62,2458.62,2458.62,2458.62,2458.62,2458.62,2458.62,2458.62,2458.62
FDV52,OUT010,253.688,253.688,253.688,253.688,253.688,253.688,253.688,253.688,253.688,253.688,253.688,253.688
FDB02,OUT017,3047.79,3047.79,3047.79,3047.79,3047.79,3047.79,3047.79,3047.79,3047.79,3047.79,3047.79,3047.79
NCR18,OUT045,639.308,639.308,639.308,639.308,639.308,639.308,639.308,639.308,639.308,639.308,639.308,639.308
FDK16,OUT049,1552.558,1552.558,1552.558,1552.558,1552.558,1552.558,1552.558,1552.558,1552.558,1552.558,1552.558,1552.558
NCQ29,OUT010,555.05,555.05,555.05,555.05,555.05,555.05,555.05,555.05,555.05,555.05,555.05,555.05
FDZ01,OUT019,218.191,218.191,218.191,218.191,218.191,218.191,218.191,218.191,218.191,218.191,218.191,218.191
FDW27,OUT035,2511.1,2511.1,2511.1,2511.1,2511.1,2511.1,2511.1,2511.1,2511.1,2511.1,2511.1,2511.1
FDD17,OUT018,3275.924,3275.924,3275.924,3275.924,3275.924,3275.924,3275.924,3275.924,3275.924,3275.924,3275.924,3275.924
FDW39,OUT013,2786.724,2786.724,2786.724,2786.724,2786.724,2786.724,2786.724,2786.724,2786.724,2786.724,2786.724,2786.724
DRH59,OUT045,1056.636,1056.636,1056.636,1056.636,1056.636,1056.636,1056.636,1056.636,1056.636,1056.636,1056.636,1056.636
FDS52,OUT013,1834.542,1834.542,1834.542,1834.542,1834.542,1834.542,1834.542,1834.542,1834.542,1834.542,1834.542,1834.542
FDU40,OUT027,6473.202,6473.202,6473.202,6473.202,6473.202,6473.202,6473.202,6473.202,6473.202,6473.202,6473.202,6473.202
NCF54,OUT013,2779.148,2779.148,2779.148,2779.148,2779.148,2779.148,2779.148,2779.148,2779.148,2779.148,2779.148,2779.148
FDH46,OUT045,1588.466,1588.466,1588.466,1588.466,1588.466,1588.466,1588.466,1588.466,1588.466,1588.466,1588.466,1588.466
NCP14,OUT049,1822.414,1822.414,1822.414,1822.414,1822.414,1822.414,1822.414,1822.414,1822.414,1822.414,1822.414,1822.414
FDH50,OUT049,3274.246,3274.246,3274.246,3274.246,3274.246,3274.246,3274.246,3274.246,3274.246,3274.246,3274.246,3274.246
DRF15,OUT010,266.966,266.966,266.966,266.966,266.966,266.966,266.966,266.966,266.966,266.966,266.966,266.966
FDV27,OUT027,2394.86,2394.86,2394.86,2394.86,2394.86,2394.86,2394.86,2394.86,2394.86,2394.86,2394.86,2394.86
NCJ06,OUT049,1957.772,1957.772,1957.772,1957.772,1957.772,1957.772,1957.772,1957.772,1957.772,1957.772,1957.772,1957.772
FDN02,OUT018,3139.664,3139.664,3139.664,3139.664,3139.664,3139.664,3139.664,3139.664,3139.664,3139.664,3139.664,3139.664
FDQ51,OUT049,784.028,784.028,784.028,784.028,784.028,784.028,784.028,784.028,784.028,784.028,784.028,784.028
FDQ07,OUT017,3863.587,3863.587,3863.587,3863.587,3863.587,3863.587,3863.587,3863.587,3863.587,3863.587,3863.587,3863.587
FDS45,OUT049,1963.225,1963.225,1963.225,1963.225,1963.225,1963.225,1963.225,1963.225,1963.225,1963.225,1963.225,1963.225
NCJ06,OUT045,1903.456,1903.456,1903.456,1903.456,1903.456,1903.456,1903.456,1903.456,1903.456,1903.456,1903.456,1903.456
FDD36,OUT035,2153.66,2153.66,2153.66,2153.66,2153.66,2153.66,2153.66,2153.66,2153.66,2153.66,2153.66,2153.66
FDY25,OUT045,3397.126,3397.126,3397.126,3397.126,3397.126,3397.126,3397.126,3397.126,3397.126,3397.126,3397.126,3397.126
FDU52,OUT046,2417.912,2417.912,2417.912,2417.912,2417.912,2417.912,2417.912,2417.912,2417.912,2417.912,2417.912,2417.912
DRK47,OUT017,4150.942,4150.942,4150.942,4150.942,4150.942,4150.942,4150.942,4150.942,4150.942,4150.942,4150.942,4150.942
NCL30,OUT017,2154.285,2154.285,2154.285,2154.285,2154.285,2154.285,2154.285,2154.285,2154.285,2154.285,2154.285,2154.285
FDN22,OUT035,4055.576,4055.576,4055.576,4055.576,4055.576,4055.576,4055.576,4055.576,4055.576,4055.576,4055.576,4055.576
NCF30,OUT027,3381.626,3381.626,3381.626,3381.626,3381.626,3381.626,3381.626,3381.626,3381.626,3381.626,3381.626,3381.626
FDK03,OUT035,4493.822,4493.822,4493.822,4493.822,4493.822,4493.822,4493.822,4493.822,4493.822,4493.822,4493.822,4493.822
FDT45,OUT017,799.924,799.924,799.924,799.924,799.924,799.924,799.924,799.924,799.924,799.924,799.924,799.924
NCC54,OUT027,6120.795,6120.795,6120.795,6120.795,6120.795,6120.795,6120.795,6120.795,6120.795,6120.795,6120.795,6120.795
FDP08,OUT018,2992.47,2992.47,2992.47,2992.47,2992.47,2992.47,2992.47,2992.47,2992.47,2992.47,2992.47,2992.47
FDU44,OUT046,2525.121,2525.121,2525.121,2525.121,2525.121,2525.121,2525.121,2525.121,2525.121,2525.121,2525.121,2525.121
DRG39,OUT035,956.063,956.063,956.063,956.063,956.063,956.063,956.063,956.063,956.063,956.063,956.063,956.063
FDU32,OUT049,2147.061,2147.061,2147.061,2147.061,2147.061,2147.061,2147.061,2147.061,2147.061,2147.061,2147.061,2147.061
FDY27,OUT049,2923.741,2923.741,2923.741,2923.741,2923.741,2923.741,2923.741,2923.741,2923.741,2923.741,2923.741,2923.741
NCP54,OUT013,2174.663,2174.663,2174.663,2174.663,2174.663,2174.663,2174.663,2174.663,2174.663,2174.663,2174.663,2174.663
NCZ41,OUT049,2049.514,2049.514,2049.514,2049.514,2049.514,2049.514,2049.514,2049.514,2049.514,2049.514,2049.514,2049.514
DRL49,OUT013,2201.242,2201.242,2201.242,2201.242,2201.242,2201.242,2201.242,2201.242,2201.242,2201.242,2201.242,2201.242
FDI05,OUT018,1189.674,1189.674,1189.674,1189.674,1189.674,1189.674,1189.674,1189.674,1189.674,1189.674,1189.674,1189.674
FDY56,OUT045,3829.383,3829.383,3829.383,3829.383,3829.383,3829.383,3829.383,3829.383,3829.383,3829.383,3829.383,3829.383
DRC13,OUT013,2006.569,2006.569,2006.569,2006.569,2006.569,2006.569,2006.569,2006.569,2006.569,2006.569,2006.569,2006.569
NCV29,OUT017,3138.008,3138.008,3138.008,3138.008,3138.008,3138.008,3138.008,3138.008,3138.008,3138.008,3138.008,3138.008
FDR24,OUT049,1446.823,1446.823,1446.823,1446.823,1446.823,1446.823,1446.823,1446.823,1446.823,1446.823,1446.823,1446.823
FDZ34,OUT018,2883.579,2883.579,2883.579,2883.579,2883.579,2883.579,2883.579,2883.579,2883.579,2883.579,2883.579,2883.579
FDP37,OUT035,2058.016,2058.016,2058.016,2058.016,2058.016,2058.016,2058.016,2058.016,2058.016,2058.016,2058.016,2058.016
FDX08,OUT027,5162.636,5162.636,5162.636,5162.636,5162.636,5162.636,5162.636,5162.636,5162.636,5162.636,5162.636,5162.636
FDS57,OUT045,2133.477,2133.477,2133.477,2133.477,2133.477,2133.477,2133.477,2133.477,2133.477,2133.477,2133.477,2133.477
NCG18,OUT049,1716.558,1716.558,1716.558,1716.558,1716.558,1716.558,1716.558,1716.558,1716.558,1716.558,1716.558,1716.558
FDK25,OUT018,2514.335,2514.335,2514.335,2514.335,2514.335,2514.335,2514.335,2514.335,2514.335,2514.335,2514.335,2514.335
FDH53,OUT049,1246.333,1246.333,1246.333,1246.333,1246.333,1246.333,1246.333,1246.333,1246.333,1246.333,1246.333,1246.333
DRI59,OUT018,3393.273,3393.273,3393.273,3393.273,3393.273,3393.273,3393.273,3393.273,3393.273,3393.273,3393.273,3393.273
FDA52,OUT046,2865.032,2865.032,2865.032,2865.032,2865.032,2865.032,2865.032,2865.032,2865.032,2865.032,2865.032,2865.032
FDT20,OUT010,79.664,79.664,79.664,79.664,79.664,79.664,79.664,79.664,79.664,79.664,79.664,79.664
FDE36,OUT019,486.971,486.971,486.971,486.971,486.971,486.971,486.971,486.971,486.971,486.971,486.971,486.971
FDI24,OUT017,3063.229,3063.229,3063.229,3063.229,3063.229,3063.229,3063.229,3063.229,3063.229,3063.229,3063.229,3063.229
FDB28,OUT018,2924.717,2924.717,2924.717,2924.717,2924.717,2924.717,2924.717,2924.717,2924.717,2924.717,2924.717,2924.717
FDV11,OUT017,2861.399,2861.399,2861.399,2861.399,2861.399,2861.399,2861.399,2861.399,2861.399,2861.399,2861.399,2861.399
FDP01,OUT046,2252.546,2252.546,2252.546,2252.546,2252.546,2252.546,2252.546,2252.546,2252.546,2252.546,2252.546,2252.546
FDD34,OUT027,4149.091,4149.091,4149.091,4149.091,4149.091,4149.091,4149.091,4149.091,4149.091,4149.091,4149.091,4149.091
FDJ50,OUT027,1321.228,1321.228,1321.228,1321.228,1321.228,1321.228,1321.228,1321.228,1321.228,1321.228,1321.228,1321.228
FDZ44,OUT013,1855.299,1855.299,1855.299,1855.299,1855.299,1855.299,1855.299,1855.299,1855.299,1855.299,1855.299,1855.299
DRO59,OUT035,1252.652,1252.652,1252.652,1252.652,1252.652,1252.652,1252.652,1252.652,1252.652,1252.652,1252.652,1252.652
DRB48,OUT045,685.743,685.743,685.743,685.743,685.743,685.743,685.743,685.743,685.743,685.743,685.743,685.743
FDR21,OUT018,2422.875,2422.875,2422.875,2422.875,2422.875,2422.875,2422.875,2422.875,2422.875,2422.875,2422.875,2422.875
NCE42,OUT010,662.643,662.643,662.643,662.643,662.643,662.643,662.643,662.643,662.643,662.643,662.643,662.643
FDO23,OUT046,1526.345,1526.345,1526.345,1526.345,1526.345,1526.345,1526.345,1526.345,1526.345,1526.345,1526.345,1526.345
NCE30,OUT018,3170.891,3170.891,3170.891,3170.891,3170.891,3170.891,3170.891,3170.891,3170.891,3170.891,3170.891,3170.891
FDQ22,OUT035,706.134,706.134,706.134,706.134,706.134,706.134,706.134,706.134,706.134,706.134,706.134,706.134
FDY01,OUT045,1849.584,1849.584,1849.584,1849.584,1849.584,1849.584,1849.584,1849.584,1849.584,1849.584,1849.584,1849.584
FDS08,OUT017,2541.07,2541.07,2541.07,2541.07,2541.07,2541.07,2541.07,2541.07,2541.07,2541.07,2541.07,2541.07
FDG28,OUT018,3249.668,3249.668,3249.668,3249.668,3249.668,3249.668,3249.668,3249.668,3249.668,3249.668,3249.668,3249.668
FDQ51,OUT018,577.31,577.31,577.31,577.31,577.31,577.31,577.31,577.31,577.31,577.31,577.31,577.31
FDB05,OUT017,4279.502,4279.502,4279.502,4279.502,4279.502,4279.502,4279.502,4279.502,4279.502,4279.502,4279.502,4279.502
FDO56,OUT049,1855.83,1855.83,1855.83,1855.83,1855.83,1855.83,1855.83,1855.83,1855.83,1855.83,1855.83,1855.83
FDE02,OUT018,1400.028,1400.028,1400.028,1400.028,1400.028,1400.028,1400.028,1400.028,1400.028,1400.028,1400.028,1400.028
FDN45,OUT017,3820.221,3820.221,3820.221,3820.221,3820.221,3820.221,3820.221,3820.221,3820.221,3820.221,3820.221,3820.221
FDS09,OUT013,705.214,705.214,705.214,705.214,705.214,705.214,705.214,705.214,705.214,705.214,705.214,705.214
NCA54,OUT018,2708.703,2708.703,2708.703,2708.703,2708.703,2708.703,2708.703,2708.703,2708.703,2708.703,2708.703,2708.703
FDP09,OUT010,455.153,455.153,455.153,455.153,455.153,455.153,455.153,455.153,455.153,455.153,455.153,455.153
FDC53,OUT045,1363.154,1363.154,1363.154,1363.154,1363.154,1363.154,1363.154,1363.154,1363.154,1363.154,1363.154,1363.154
NCM55,OUT017,3182.02,3182.02,3182.02,3182.02,3182.02,3182.02,3182.02,3182.02,3182.02,3182.02,3182.02,3182.02
FDL09,OUT018,2329.247,2329.247,2329.247,2329.247,2329.247,2329.247,2329.247,2329.247,2329.247,2329.247,2329.247,2329.247
FDA11,OUT019,228.107,228.107,228.107,228.107,228.107,228.107,228.107,228.107,228.107,228.107,228.107,228.107
FDA50,OUT045,1364.838,1364.838,1364.838,1364.838,1364.838,1364.838,1364.838,1364.838,1364.838,1364.838,1364.838,1364.838
FDC23,OUT017,3355.942,3355.942,3355.942,3355.942,3355.942,3355.942,3355.942,3355.942,3355.942,3355.942,3355.942,3355.942
FDE22,OUT049,2562.194,2562.194,2562.194,2562.194,2562.194,2562.194,2562.194,2562.194,2562.194,2562.194,2562.194,2562.194
FDD23,OUT046,3112.621,3112.621,3112.621,3112.621,3112.621,3112.621,3112.621,3112.621,3112.621,3112.621,3112.621,3112.621
NCA29,OUT049,3123.171,3123.171,3123.171,3123.171,3123.171,3123.171,3123.171,3123.171,3123.171,3123.171,3123.171,3123.171
FDK38,OUT046,2371.578,2371.578,2371.578,2371.578,2371.578,2371.578,2371.578,2371.578,2371.578,2371.578,2371.578,2371.578
DRC13,OUT046,1988.752,1988.752,1988.752,1988.752,1988.752,1988.752,1988.752,1988.752,1988.752,1988.752,1988.752,1988.752
NCP43,OUT049,2940.208,2940.208,2940.208,2940.208,2940.208,2940.208,2940.208,2940.208,2940.208,2940.208,2940.208,2940.208
FDX28,OUT049,1577.57,1577.57,1577.57,1577.57,1577.57,1577.57,1577.57,1577.57,1577.57,1577.57,1577.57,1577.57
FDF08,OUT049,1371.539,1371.539,1371.539,1371.539,1371.539,1371.539,1371.539,1371.539,1371.539,1371.539,1371.539,1371.539
FDZ33,OUT046,2336.709,2336.709,2336.709,2336.709,2336.709,2336.709,2336.709,2336.709,2336.709,2336.709,2336.709,2336.709
FDD10,OUT049,2745.9,2745.9,2745.9,2745.9,2745.9,2745.9,2745.9,2745.9,2745.9,2745.9,2745.9,2745.9
FDO58,OUT017,2613.089,2613.089,2613.089,2613.089,2613.089,2613.089,2613.089,2613.089,2613.089,2613.089,2613.089,2613.089
FDI50,OUT017,4084.256,4084.256,4084.256,4084.256,4084.256,4084.256,4084.256,4084.256,4084.256,4084.256,4084.256,4084.256
FDO58,OUT045,2536.184,2536.184,2536.184,2536.184,2536.184,2536.184,2536.184,2536.184,2536.184,2536.184,2536.184,2536.184
FDX08,OUT013,3114.611,3114.611,3114.611,3114.611,3114.611,3114.611,3114.611,3114.611,3114.611,3114.611,3114.611,3114.611
NCK17,OUT010,31.416,31.416,31.416,31.416,31.416,31.416,31.416,31.416,31.416,31.416,31.416,31.416
FDF39,OUT035,5002.556,5002.556,5002.556,5002.556,5002.556,5002.556,5002.556,5002.556,5002.556,5002.556,5002.556,5002.556
FDU45,OUT010,268.051,268.051,268.051,268.051,268.051,268.051,268.051,268.051,268.051,268.051,268.051,268.051
